9840;Aktiebolag;1971;Stockholms Län;Stockholm;-1711;11416;73194;6950;478460;5002;6012;153056;319496;-6685;61967;18595;95;569293;22301;2019
1443;Aktiebolag;1971;Stockholms Län;Åkersberga;-23714;191;4179;5679;31929;0;1022;7848;24081;-139;17573;0;7;29358;508;2019
6765;Aktiebolag;1971;Västra Götalands Län;Trollhättan;-810;3697;1309;10067;34160;6613;494;10483;16765;-7;3417;4251;10;23246;358;2019
2894;Aktiebolag;1971;Stockholms Län;Bandhagen;-16496;355;3166;4215;13587;0;865;2346;8182;-397;18;5077;6;18201;1394;2019
5836;Aktiebolag;1971;Uppsala Län;Uppsala;-30;35;0;55;589;0;0;14;412;-26;0;0;0;161;-59;2019
1045;Aktiebolag;1971;Skåne Län;Malmö;0;2557;88766;0;568333;0;19591;486533;45602;-7448;0;0;170;1465851;24256;2019
3253;Aktiebolag;1971;Stockholms Län;Lidingö;-119937;3345;14744;1632;71554;10500;4498;16606;43587;-1226;16218;23422;40;124777;4128;2019
9495;Aktiebolag;1971;Stockholms Län;Saltsjöbaden;-959;0;147;133;540;0;0;260;280;-43;126;0;1;1220;155;2019
3004;Aktiebolag;1971;Stockholms Län;Stockholm;-270;0;0;134;13422;0;0;168;13069;-43;13260;0;0;0;1136;2019
4465;Aktiebolag;1972;Hallands Län;Halmstad;-622;286;45;960;1707;741;2;79;828;-33;0;224;1;837;81;2019
3411;Aktiebolag;1972;Västra Götalands Län;Askim;-10407;977;885;19;8077;2372;890;4085;1620;0;0;5728;3;8261;-2294;2019
3032;Aktiebolag;1972;Stockholms Län;Rimbo;-523;0;74;239;425;0;0;300;126;0;0;98;0;590;0;2019
8028;Aktiebolag;1972;Stockholms Län;Solna;0;5824;19329;1131;80605;0;5421;34236;28241;-1930;0;3007;15;55950;6506;2019
5530;Aktiebolag;1972;Värmlands Län;Årjäng;-3620;34;363;0;3193;1468;281;1393;332;0;0;2738;5;3553;-108;2019
9207;Aktiebolag;1972;Stockholms Län;Kista;-304591;48725;10625;4674;198903;0;7781;50609;125056;-3624;0;7338;109;321619;5897;2019
1722;Aktiebolag;1972;Stockholms Län;Skarpnäck;-1601;0;206;1978;3036;0;20;99;2937;-122;0;424;2;2343;619;2019
3006;Aktiebolag;1972;Skåne Län;Lund;-1396;0;0;8089;75347;0;8;67822;7525;0;66834;0;0;1139;964;2019
